customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,PaperlessBilling,MonthlyCharges,Churn,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,AverageMonthlySpend
4795-UXVCJ,1,0,0,0,26,1,0,-1.49434411306831,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,-0.03
9777-IQHWP,1,0,1,1,64,1,0,0.9518210711762232,0,False,True,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,0.02
0947-MUGVO,1,1,1,0,20,1,1,0.2954112561106046,1,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,-0.02
9944-HKVVB,0,0,0,0,3,1,1,1.008322169181871,1,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,-0.29
4124-MMETB,1,0,0,0,22,1,1,0.9933659961803764,1,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,-0.0
3671-SHRSP,1,0,1,0,4,1,1,0.5264010391336954,1,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,-0.22
0979-MOZQI,1,0,1,0,62,0,1,-0.8562140650045189,0,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,0.0
2732-ISEZX,0,0,0,0,5,1,1,-1.471078955065984,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,-0.19
3313-QKNKB,1,0,1,0,59,1,0,0.6909189421501416,1,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,0.02
0323-XWWTN,1,0,0,1,3,1,1,-1.274986909046382,0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,-0.32
1937-OTUKY,0,0,1,0,72,1,1,1.111353583192171,0,False,True,True,False,False,True,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False,0.03
1573-LGXBA,1,0,1,1,57,1,1,1.089750222190011,0,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,True,False,False,0.03
1764-VUUMT,1,0,0,1,66,1,0,-1.489358722067812,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,-0.01
5073-WXOYN,0,0,0,0,60,0,1,-0.464029972965314,1,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,0.01
4713-ZBURT,1,0,0,1,45,1,0,1.161207493197155,0,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,0.02
3050-GBUSH,0,0,0,0,3,0,1,-0.9958050130184734,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,-0.32
0207-MDKNV,0,0,0,0,15,1,0,1.340681569215096,1,False,False,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False,-0.02
7876-AEHIG,0,0,0,1,51,0,0,-0.1532739339342489,0,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,True,False,False,False,False,0.01
7945-HLKEA,0,0,0,0,60,1,0,-0.0003886099189655,0,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,0.01
9342-VNIMQ,1,0,0,0,33,1,1,-0.3360716039525224,0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,-0.01
9851-KIELU,1,0,0,0,10,1,1,1.506861269231708,1,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,-0.05
3523-BRGUW,1,1,0,0,26,1,0,-1.510962083069971,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,-0.03
3908-BLSYF,0,0,0,0,6,1,0,0.6360796411446599,1,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,-0.13
3199-NPKCN,0,0,1,0,67,1,1,1.545082600235529,0,False,True,True,False,False,True,False,False,False,True,False,True,False,True,False,True,True,False,False,True,False,0.03
5170-PTRKA,0,0,1,1,49,0,1,-0.9625690730151508,0,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,-0.0
4661-NJEUX,1,0,0,0,1,1,1,-1.48603512806748,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,-1.0
2123-AGEEN,0,1,0,0,7,1,1,0.6510358141461546,0,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,-0.11
1258-YMZNM,0,1,0,0,27,1,1,1.520155645233037,0,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,True,False,False,False,False,0.01
0048-LUMLS,1,0,1,1,37,1,0,0.8787020031689138,0,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,True,False,False,0.01
7549-MYGPK,0,0,1,1,63,1,1,1.189458042199979,1,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,0.03
5898-IGSLP,1,0,1,1,31,1,0,0.8155537171626008,0,False,True,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,0.01
3804-RVTGV,1,0,1,1,50,1,1,1.299136644210943,1,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,0.02
6259-WJQLC,1,1,0,0,32,1,1,0.5430190091353566,0,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,0.0
9227-LUNBG,0,0,0,0,1,0,0,-1.334811601052362,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,-1.0
7997-EASSD,0,0,1,0,63,1,1,0.5463426031356892,0,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,0.02
0730-KOAVE,1,0,0,0,30,1,1,0.9817334171792133,0,False,True,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,0.01
8975-SKGRX,1,0,1,0,71,1,1,1.706276909251643,0,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,0.04
0678-RLHVP,0,0,0,0,53,1,0,1.355637742216591,0,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,0.03
4315-MURBD,0,0,0,0,12,1,1,1.134618741194497,1,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,-0.04
2267-FPIMA,1,0,1,0,50,1,1,0.9850570111795456,0,False,True,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,0.02
1051-GEJLJ,0,0,0,0,2,1,0,-1.504314895069307,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,-0.5
9734-YWGEX,0,0,0,0,9,1,0,1.114677177192503,1,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,-0.07
2719-BDAQO,1,0,0,0,17,1,0,0.966777244177718,1,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,-0.02
5285-MVEHD,0,0,1,0,56,1,1,1.357299539216757,0,False,False,True,False,False,True,False,True,False,True,False,False,False,True,False,True,True,False,True,False,False,0.03
0379-DJQHR,1,0,1,1,67,1,0,0.5513279941361872,0,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,True,False,True,True,False,False,0.02
0781-LKXBR,1,1,0,0,9,1,1,1.187796245199813,1,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,-0.07
5543-QDCRY,1,0,0,0,4,1,1,-0.2779087089467081,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,-0.23
0297-RBCSG,1,0,0,0,19,1,1,0.0195529540830277,0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,-0.02
4694-PHWFW,0,0,0,1,8,1,0,-1.489358722067812,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,-0.12
0835-JKADZ,0,0,0,0,71,1,1,1.545082600235529,0,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,0.04
1907-UBQFC,1,1,0,0,10,1,1,0.2688225041079463,1,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,-0.07
7508-SMHXL,0,1,0,0,15,1,0,0.8055829351616043,0,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,-0.03
3865-YIOTT,1,0,1,1,72,1,1,1.373917509218418,0,False,True,True,False,False,True,False,False,False,True,False,False,False,True,False,True,True,False,False,False,False,0.03
5993-BQHEA,1,0,0,0,12,1,0,-1.48603512806748,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,-0.07
6024-RUGGH,1,0,1,1,72,1,1,-1.314870037050369,0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,-0.0
6513-EECDB,1,1,1,0,1,1,1,0.2920876621102721,1,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,-0.98
3956-CJUST,0,1,0,0,23,1,1,0.3535741511164189,0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-0.01
4079-WWQQQ,1,0,0,0,72,0,1,0.0262001420836923,0,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,0.02
6103-BOCOU,0,0,0,0,26,1,1,0.5297246331340278,0,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,-0.0
5149-TGWDZ,0,0,0,0,21,1,1,1.322401802213268,0,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,False,True,-0.0
7471-WNSUF,1,0,1,0,60,1,0,-1.349767774053858,0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,-0.01
8942-DBMHZ,1,0,0,0,12,1,0,-1.472740752066151,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,-0.07
4301-VVZKA,1,0,1,0,16,1,1,0.3535741511164189,0,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,-0.03
9199-PWQVC,0,0,1,0,63,1,1,0.4964886931307054,0,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,True,True,False,True,False,False,0.02
4824-GUCBY,0,1,0,0,22,1,0,0.5629605731373504,0,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,-0.01
5393-HJZSM,0,0,1,1,32,1,0,0.3834864971194089,0,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,0.0
7074-IEVOJ,0,1,0,0,3,1,1,0.4865179111297088,1,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,-0.31
9625-QSTYE,0,0,0,0,13,1,1,0.544680806135523,1,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,-0.05
0862-PRCBS,0,0,1,1,68,1,1,1.295813050210611,0,False,True,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,True,False,False,0.03
8812-ZRHFP,0,0,1,1,30,1,0,0.720831288153132,0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,True,False,0.0
5146-CBVOE,0,0,0,0,16,1,0,0.3436033691154218,0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,-0.03
0454-OKRCT,1,0,0,0,33,1,0,0.5264010391336954,0,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,0.0
5787-KXGIY,1,0,1,0,72,1,0,-1.510962083069971,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,-0.01
4750-ZRXIU,0,1,0,0,4,1,1,0.6593447991469852,1,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,-0.21
4198-VFOEA,0,0,0,0,12,0,1,-1.03568814102246,0,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,-0.07
6630-UJZMY,0,1,1,0,4,1,1,0.6144762801425001,0,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,-0.22
5709-LVOEQ,0,0,1,1,0,1,0,0.534710024134526,0,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,True,False,True,False,False,True,0.53
6400-BWQKW,0,0,0,0,6,1,1,0.4748853321285456,1,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,-0.14
2692-AQCPF,0,0,1,0,65,1,1,1.438727592224897,0,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,True,False,False,0.03
0347-UBKUZ,0,0,0,0,15,1,0,-1.491020519067978,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,-0.06
0835-DUUIQ,0,0,0,1,24,1,0,-1.452799188064157,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,-0.03
0811-GSDTP,0,0,0,1,13,0,0,-1.150352134033923,0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,-0.06
7567-ECMCM,1,0,0,0,24,1,1,0.5014740841312035,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,-0.01
6115-ZTBFQ,0,0,1,0,72,0,0,0.0245383450835263,0,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,0.02
6353-BRMMA,0,0,1,1,54,1,1,1.307445629211773,0,False,True,True,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,0.03
6680-WKXRZ,0,0,0,0,3,1,0,0.3203382111130965,1,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-0.3
6231-WFGFH,1,0,1,1,4,1,1,-1.471078955065984,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,-0.24
9904-EHEVJ,0,1,1,1,32,1,1,0.8836873941694119,0,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,0.01
7028-DVOIQ,1,1,0,0,35,1,1,1.139604132194995,1,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,0.01
6169-PPETC,1,0,1,1,35,1,0,-1.471078955065984,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,-0.02
4208-UFFGW,1,1,0,0,2,1,0,-0.6584602219847502,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,-0.49
8584-KMVXD,0,0,0,0,8,1,0,0.360221339117083,0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,-0.1
8467-WYNSR,1,0,0,0,22,1,0,-0.3211154309510272,0,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,-0.02
0851-DFJKB,0,0,0,0,15,1,0,-0.1931570619382357,0,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,-0.04
5382-SOYZL,1,0,0,0,22,1,1,1.008322169181871,0,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,-0.0
9448-REEVD,1,0,1,0,1,1,0,-0.6667692069855808,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,-0.99
3261-CQXOL,0,0,1,1,71,1,0,-1.306561052049538,0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,-0.0
8388-FYNPZ,1,0,0,0,4,1,0,-0.2662761299455452,0,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,-0.22
4002-BQWPQ,1,0,0,0,25,1,0,0.5646223701375164,0,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,-0.0
5651-YLPRD,0,0,1,1,32,1,1,0.7091987091519689,0,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,0.01
2826-DXLQO,1,1,1,0,7,0,0,-1.161984713035086,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-0.13
4378-BZYFP,1,0,0,0,17,1,1,-1.471078955065984,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,-0.05
9489-UTFKA,1,1,1,0,8,1,0,-0.128346978931757,0,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,-0.1
4849-PYRLQ,0,1,0,0,56,1,0,0.2821168801092754,0,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,0.01
9117-SHLZX,1,0,0,0,1,1,1,-0.6335332669822583,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,-0.99
9889-TMAHG,1,1,0,0,8,1,0,1.181149057199148,1,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,-0.08
4541-RMRLG,1,0,0,0,7,1,0,-1.512623880070137,1,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,-0.14
7764-BDPEE,1,0,0,1,3,1,0,-1.459446376064822,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,-0.33
3429-IFLEM,0,0,0,0,71,1,0,0.4183842341228973,0,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,True,True,False,False,0.02
3158-MOERK,0,0,0,0,2,1,1,1.038234515184862,1,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,-0.47
7294-TMAOP,0,0,0,0,1,1,0,0.8570986421667539,1,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,-0.97
5002-GCQFH,1,0,1,0,49,1,1,0.966777244177718,0,False,True,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,0.02
0556-FJEGU,1,0,0,0,58,1,0,0.1774236690988095,0,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,0.01
8919-FYFQZ,1,1,1,0,44,0,1,-1.143704946033258,1,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,-0.01
0604-THJFP,0,0,1,1,59,1,1,0.3718539181182462,0,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,True,False,False,0.02
2834-JRTUA,1,0,0,0,71,1,1,1.438727592224897,1,False,True,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,0.03
5875-YPQFJ,1,0,0,0,1,1,1,0.1707764810981454,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,-0.98
5879-SESNB,0,0,0,0,11,1,0,0.3485887601159204,0,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,-0.06
6646-QVXLR,1,1,1,0,62,1,1,1.295813050210611,1,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,False,True,False,0.03
6461-PPAXN,0,0,1,1,35,1,1,-0.3261008219515256,0,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,-0.0
3318-ISQFQ,0,0,0,0,20,1,1,-1.504314895069307,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,-0.04
1106-HRLKZ,1,0,1,1,40,1,0,-1.500991301068975,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,-0.02
2483-XSSMZ,0,0,0,0,39,1,1,-0.562075995975115,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,-0.0
8603-IJWDN,1,0,0,0,1,1,1,0.7258166791536301,1,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,-0.97
8165-ZJRNM,0,0,1,1,72,1,0,-1.363062150055186,0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,-0.0
9369-XFEHK,0,1,1,0,33,1,1,0.5264010391336954,1,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0
2604-XVDAM,0,0,0,0,12,1,0,-0.6966815529885713,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-0.06
3717-OFRTN,1,0,0,0,1,1,0,-1.496005910068476,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,-1.0
9046-JBFWA,1,0,0,1,27,1,0,-1.51594747407047,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,-0.03
3280-NMUVX,1,0,1,1,34,1,0,-1.500991301068975,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,-0.02
1206-EHBDD,0,0,1,0,56,1,0,0.5164302571326987,0,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,0.02
8361-LBRDI,0,0,0,0,58,1,0,-1.343120586053193,0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,-0.01
4883-KCPZJ,0,0,1,1,22,1,0,-1.313208240050203,0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,-0.03
9108-EQPNQ,0,0,1,1,10,1,0,-1.284957691047379,0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,-0.09
7277-KAMWT,1,0,0,0,13,1,0,-1.487696925067646,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,-0.07
3842-IYKUE,0,0,0,0,35,1,0,0.682609957149311,1,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,0.01
6641-XRPSU,0,0,0,0,34,1,1,0.1741000750984774,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.0
1374-DMZUI,0,1,0,0,4,1,1,0.9817334171792133,1,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,-0.21
2545-LXYVJ,1,0,1,0,72,1,0,-1.46443176706532,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,-0.0
3234-VKACU,1,0,0,0,2,1,0,0.1840708570994741,0,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,-0.47
8357-EQXFO,0,0,0,0,7,1,1,1.016631154182702,1,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,-0.1
1989-PRJHP,1,1,1,0,27,1,1,0.356897745116751,1,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,-0.01
8120-JDCAM,1,0,1,1,4,1,1,0.1591439020969822,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,-0.22
8917-FAEMR,0,0,0,0,37,1,0,-1.492682316068144,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,-0.02
7047-YXDMZ,1,0,0,0,21,1,0,-1.487696925067646,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,-0.04
2858-EIMXH,0,1,1,0,53,1,1,1.033249124184363,0,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,True,False,False,0.02
9524-EGPJC,0,0,0,0,18,1,1,0.8421424691652587,1,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,-0.02
6993-OHLXR,0,0,0,0,2,1,0,0.1392023380949889,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,-0.48
8818-XYFCQ,1,0,1,1,32,1,1,1.156222102196656,1,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,0.01
6419-ZTTLE,1,1,1,0,23,1,1,-1.462769970065154,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,-0.03
0929-HYQEW,1,0,0,0,3,1,1,-0.4856333339674735,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,-0.31
6614-YOLAC,0,0,1,1,71,0,0,-0.2031278439392326,0,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,False,True,0.01
7426-RHZGU,1,0,0,0,9,1,1,1.034910921184529,0,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,-0.07
4065-JJAVA,0,0,0,0,1,1,0,-0.5072366949696331,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,-0.99
4695-VADHF,1,0,1,1,18,1,0,-0.2430109719432194,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,-0.03
3863-IUBJR,1,0,1,1,12,1,0,-0.3693075439558449,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,-0.06
7649-SIJJF,1,0,1,0,71,1,1,0.5097830691320341,0,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False,True,False,False,True,0.02
9361-YNQWJ,0,0,0,0,64,1,1,-1.341458789053027,0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,-0.0
3748-FVMZZ,1,0,0,0,4,0,1,-0.8213163280010305,0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,-0.23
9391-TTOYH,0,0,0,0,23,1,1,-1.504314895069307,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,-0.03
1452-XRSJV,0,0,1,1,39,1,0,-0.4557209879644833,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,-0.0
3422-WJOYD,1,0,1,0,28,1,0,-0.346042385953519,0,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,-0.01
8242-SOQUO,0,1,0,0,5,1,1,0.6626683931473177,0,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,-0.17
7460-ITWWP,0,1,1,0,45,1,1,0.7091987091519689,0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,0.02
7147-AYBAA,1,0,0,0,37,1,1,0.1857326540996401,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.0
7868-TMWMZ,0,1,1,0,60,1,1,1.503537675231376,0,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,0.03
4822-RVYBB,1,1,0,0,8,1,1,1.191119839200145,1,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,-0.08
6732-FZUGP,0,0,0,0,47,1,0,1.001674981181207,0,False,True,True,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,0.02
8436-BJUMM,1,0,1,1,26,1,1,0.6310942501441613,1,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,-0.0
